lat;lon;validdate;t_apparent_mean_1h:C
-35.547591;148.851268;2023-12-02T00:00:00Z;20.6
-35.547591;148.851268;2023-12-02T03:00:00Z;21.1
-35.547591;148.851268;2023-12-02T06:00:00Z;20.1
-35.547591;148.851268;2023-12-02T09:00:00Z;13.7
-35.547591;148.851268;2023-12-02T12:00:00Z;9.1
-35.547591;148.851268;2023-12-02T15:00:00Z;7.7
-35.547591;148.851268;2023-12-02T18:00:00Z;6.6
-35.547591;148.851268;2023-12-02T21:00:00Z;13.4
-35.547591;148.851268;2023-12-03T00:00:00Z;23.8
-35.547591;148.851268;2023-12-03T03:00:00Z;22.6
-35.547591;148.851268;2023-12-03T06:00:00Z;18.6
-35.547591;148.851268;2023-12-03T09:00:00Z;12.6
-35.547591;148.851268;2023-12-03T12:00:00Z;9.2
-35.547591;148.851268;2023-12-03T15:00:00Z;9.6
-35.547591;148.851268;2023-12-03T18:00:00Z;9.4
-35.547591;148.851268;2023-12-03T21:00:00Z;11.9
-35.547591;148.851268;2023-12-04T00:00:00Z;23.9
-35.547591;148.851268;2023-12-04T03:00:00Z;25.8
-35.547591;148.851268;2023-12-04T06:00:00Z;24.7
-35.547591;148.851268;2023-12-04T09:00:00Z;17.6
-35.547591;148.851268;2023-12-04T12:00:00Z;11.9
-35.547591;148.851268;2023-12-04T15:00:00Z;10.4
-35.547591;148.851268;2023-12-04T18:00:00Z;9.8
-35.547591;148.851268;2023-12-04T21:00:00Z;18.7
-35.547591;148.851268;2023-12-05T00:00:00Z;29.4
-35.547591;148.851268;2023-12-05T03:00:00Z;33.1
-35.547591;148.851268;2023-12-05T06:00:00Z;29.7
-35.547591;148.851268;2023-12-05T09:00:00Z;20.5
-35.547591;148.851268;2023-12-05T12:00:00Z;16.7
-35.547591;148.851268;2023-12-05T15:00:00Z;15.4
-35.547591;148.851268;2023-12-05T18:00:00Z;14.4
-35.547591;148.851268;2023-12-05T21:00:00Z;20.4
-35.547591;148.851268;2023-12-06T00:00:00Z;30.7
-35.547591;148.851268;2023-12-06T03:00:00Z;32.9
-35.547591;148.851268;2023-12-06T06:00:00Z;28.3
-35.547591;148.851268;2023-12-06T09:00:00Z;19.0
-35.547591;148.851268;2023-12-06T12:00:00Z;16.3
-35.547591;148.851268;2023-12-06T15:00:00Z;12.7
-35.547591;148.851268;2023-12-06T18:00:00Z;11.7
-35.547591;148.851268;2023-12-06T21:00:00Z;18.4
-35.547591;148.851268;2023-12-07T00:00:00Z;30.2
-35.547591;148.851268;2023-12-07T03:00:00Z;29.0
-35.547591;148.851268;2023-12-07T06:00:00Z;25.2
-35.547591;148.851268;2023-12-07T09:00:00Z;18.9
-35.547591;148.851268;2023-12-07T12:00:00Z;15.4
-35.547591;148.851268;2023-12-07T15:00:00Z;14.7
-35.547591;148.851268;2023-12-07T18:00:00Z;14.8
-35.547591;148.851268;2023-12-07T21:00:00Z;20.5
-35.547591;148.851268;2023-12-08T00:00:00Z;30.0
-35.547591;148.851268;2023-12-08T03:00:00Z;30.8
-35.547591;148.851268;2023-12-08T06:00:00Z;29.6
-35.547591;148.851268;2023-12-08T09:00:00Z;24.0
-35.547591;148.851268;2023-12-08T12:00:00Z;20.1
-35.547591;148.851268;2023-12-08T15:00:00Z;19.5
-35.547591;148.851268;2023-12-08T18:00:00Z;18.6
-35.547591;148.851268;2023-12-08T21:00:00Z;22.9
-35.547591;148.851268;2023-12-09T00:00:00Z;32.7
-35.547591;148.851268;2023-12-09T03:00:00Z;34.0
-35.547591;148.851268;2023-12-09T06:00:00Z;31.6
-35.547591;148.851268;2023-12-09T09:00:00Z;22.0
-35.547591;148.851268;2023-12-09T12:00:00Z;18.7
-35.547591;148.851268;2023-12-09T15:00:00Z;15.9
-35.547591;148.851268;2023-12-09T18:00:00Z;14.4
-35.547591;148.851268;2023-12-09T21:00:00Z;17.9
-35.547591;148.851268;2023-12-10T00:00:00Z;26.2
-35.547591;148.851268;2023-12-10T03:00:00Z;31.4
-35.547591;148.851268;2023-12-10T06:00:00Z;28.6
-35.547591;148.851268;2023-12-10T09:00:00Z;23.9
-35.547591;148.851268;2023-12-10T12:00:00Z;20.0
-35.547591;148.851268;2023-12-10T15:00:00Z;19.5
-35.547591;148.851268;2023-12-10T18:00:00Z;17.4
-35.547591;148.851268;2023-12-10T21:00:00Z;22.5
-35.547591;148.851268;2023-12-11T00:00:00Z;30.2
-35.547591;148.851268;2023-12-11T03:00:00Z;33.2
-35.547591;148.851268;2023-12-11T06:00:00Z;26.8
-35.547591;148.851268;2023-12-11T09:00:00Z;22.5
-35.547591;148.851268;2023-12-11T12:00:00Z;18.2
-35.547591;148.851268;2023-12-11T15:00:00Z;16.2
-35.547591;148.851268;2023-12-11T18:00:00Z;15.7
